0,2696.20,0.00,40.10
1,2692.23,250.00,2.50
1,2819.48,250.00,257.60
1,2835.39,250.00,251.40
1,2843.34,250.00,247.90
1,2851.29,250.00,235.50
1,2863.22,250.00,248.90
1,2871.18,250.00,240.40
1,2875.15,250.00,229.70
1,2887.08,250.00,240.70
1,2899.01,250.00,264.10
1,2902.99,250.00,252.90
1,2906.97,250.00,246.40
1,2910.94,250.00,261.40
1,2914.92,250.00,233.40
1,2926.85,250.00,250.20
1,2934.80,250.00,253.80
1,2930.83,250.00,239.90
1,2942.76,250.00,259.00
1,2946.73,250.00,252.20
1,2946.73,250.00,247.70
1,2954.69,250.00,264.60
1,2958.66,250.00,262.80
1,2962.64,250.00,257.20
1,2966.62,250.00,254.40
1,2966.62,250.00,249.60
1,2970.59,250.00,246.10
1,2974.57,250.00,266.20
1,2974.57,250.00,261.40
1,2982.52,250.00,258.80
1,2978.55,250.00,231.10
1,2982.52,250.00,253.30
1,2986.50,250.00,251.10
1,2986.50,250.00,248.70
1,2990.48,250.00,246.30
1,2990.48,250.00,241.30
1,2994.45,250.00,241.30
1,2994.45,250.00,236.80
1,2994.45,250.00,250.00
1,3002.41,250.00,257.50
1,3002.41,250.00,254.90
1,3006.38,250.00,253.10
1,3006.38,250.00,251.10
1,3006.38,250.00,249.70
1,3010.36,250.00,247.70
1,3010.36,250.00,246.20
1,3014.34,250.00,267.80
1,3010.36,250.00,242.60
1,3014.34,250.00,240.80
1,3014.34,250.00,239.30
1,3014.34,250.00,235.60
1,3014.34,250.00,232.20
1,3022.29,250.00,252.70
1,3018.31,250.00,254.60
1,3018.31,250.00,228.20
1,3026.27,250.00,252.20
1,3026.27,250.00,250.30
1,3026.27,250.00,249.20
1,3034.22,250.00,264.50
1,3030.24,250.00,244.20
1,3030.24,250.00,240.00
1,3038.20,250.00,253.00
1,3034.22,250.00,241.50
1,3034.22,250.00,240.40
1,3042.18,250.00,260.10
1,3034.22,250.00,258.80
1,3038.20,250.00,232.50
1,3038.20,250.00,235.00
1,3042.18,250.00,255.00
1,3042.18,250.00,248.40
1,3046.15,250.00,235.90
1,3046.15,250.00,251.70
1,3046.15,250.00,251.00
1,3046.15,250.00,249.40
1,3050.13,250.00,247.80
1,3050.13,250.00,246.70
1,3050.13,250.00,245.60
1,3050.13,250.00,250.30
1,3054.10,250.00,251.90
1,3054.10,250.00,241.10
1,3054.10,250.00,251.60
1,3054.10,250.00,238.60
1,3054.10,250.00,237.80
1,3058.08,250.00,244.60
1,3062.06,250.00,252.90
1,3062.06,250.00,256.20
1,3058.08,250.00,237.90
1,3066.04,250.00,253.70
1,3062.06,250.00,241.10
1,3066.04,250.00,251.30
1,3066.04,250.00,249.90
1,3070.01,250.00,249.00
1,3070.01,250.00,247.50
1,3070.01,250.00,246.40
1,3070.01,250.00,245.70
1,3077.97,250.00,270.30
1,3073.99,250.00,241.00
1,3073.99,250.00,259.00
1,3077.97,250.00,260.70
1,3073.99,250.00,238.50
1,3077.97,250.00,238.90
1,3081.94,250.00,238.50
1,3081.94,250.00,258.40
1,3077.97,250.00,232.10
1,3081.94,250.00,261.10
1,3081.94,250.00,255.50
1,3077.97,250.00,231.40
1,3085.92,250.00,253.00
1,3085.92,250.00,252.70
1,3085.92,250.00,232.60
1,3085.92,250.00,250.40
1,3089.90,250.00,249.60
1,3089.90,250.00,248.10
1,3089.90,250.00,247.00
1,3089.90,250.00,246.40
1,3089.90,250.00,253.90
1,3093.87,250.00,244.20
1,3093.87,250.00,243.70
1,3093.87,250.00,254.20
1,3097.85,250.00,252.00
1,3093.87,250.00,239.90
1,3093.87,250.00,247.10
1,3101.83,250.00,260.50
1,3097.85,250.00,254.70
1,3097.85,250.00,235.50
1,3097.85,250.00,234.20
1,3101.83,250.00,255.80
1,3105.80,250.00,255.20
1,3105.80,250.00,235.60
1,3105.80,250.00,253.20
1,3105.80,250.00,252.90
1,3105.80,250.00,252.00
1,3105.80,250.00,250.80
1,3109.78,250.00,249.60
1,3109.78,250.00,248.80
1,3109.78,250.00,247.90
1,3109.78,250.00,247.10
1,3109.78,250.00,242.50
1,3117.73,250.00,245.50
1,3117.73,250.00,267.60
1,3113.76,250.00,243.60
1,3117.73,250.00,265.60
1,3113.76,250.00,263.20
1,3117.73,250.00,240.70
1,3113.76,250.00,236.90
1,3117.73,250.00,236.60
1,3121.71,250.00,263.10
1,3121.71,250.00,258.70
1,3121.71,250.00,262.70
1,3117.73,250.00,232.50
1,3121.71,250.00,256.70
1,3121.71,250.00,255.20
1,3125.69,250.00,243.90
1,3121.71,250.00,231.10
1,3125.69,250.00,252.80
1,3121.71,250.00,227.50
1,3125.69,250.00,250.90
1,3125.69,250.00,250.80
1,3125.69,250.00,249.90
1,3129.66,250.00,248.70
1,3129.66,250.00,248.10
1,3129.66,250.00,247.80
1,3133.64,250.00,250.90
1,3129.66,250.00,245.30
1,3129.66,250.00,265.80
1,3137.62,250.00,268.10
1,3133.64,250.00,264.50
1,3137.62,250.00,267.50
1,3133.64,250.00,238.40
1,3137.62,250.00,263.10
1,3133.64,250.00,235.70
1,3141.59,250.00,240.00
1,3133.64,250.00,237.00
1,3141.59,250.00,249.20
1,3137.62,250.00,240.20
1,3137.62,250.00,233.00
1,3141.59,250.00,258.30
1,3141.59,250.00,256.30
1,3137.62,250.00,255.30
1,3145.57,250.00,233.20
1,3141.59,250.00,228.50
1,3141.59,250.00,227.90
1,3145.57,250.00,252.30
1,3145.57,250.00,251.60
1,3145.57,250.00,250.90
1,3145.57,250.00,250.30
1,3149.55,250.00,249.20
1,3149.55,250.00,249.10
1,3149.55,250.00,243.80
1,3153.52,250.00,273.10
1,3149.55,250.00,246.40
1,3153.52,250.00,245.90
1,3149.55,250.00,245.40
1,3149.55,250.00,244.50
1,3153.52,250.00,269.50
1,3157.50,250.00,242.90
1,3153.52,250.00,237.90
1,3153.52,250.00,237.10
1,3153.52,250.00,241.40
1,3153.52,250.00,266.10
1,3157.50,250.00,235.50
1,3161.48,250.00,264.30
1,3161.48,250.00,255.20
1,3161.48,250.00,258.90
1,3161.48,250.00,258.10
1,3157.50,250.00,250.40
1,3161.48,250.00,259.60
1,3165.45,250.00,255.70
1,3161.48,250.00,255.30
1,3165.45,250.00,254.80
1,3165.45,250.00,254.00
1,3165.45,250.00,253.30
1,3161.48,250.00,228.90
1,3165.45,250.00,252.10
1,3165.45,250.00,251.00
1,3165.45,250.00,251.10
1,3165.45,250.00,250.40
1,3173.41,250.00,264.50
1,3169.43,250.00,248.90
1,3169.43,250.00,248.40
1,3169.43,250.00,247.40
1,3169.43,250.00,246.70
1,3169.43,250.00,246.20
1,3173.41,250.00,245.80
1,3169.43,250.00,243.20
1,3173.41,250.00,265.10
1,3173.41,250.00,243.40
